No,date,open,high,low,close,volume
503,04/05/2021,219.97,220.18,215.4,217.18,175793
504,05/05/2021,218.23,218.68,215.46,216.03,109653
505,06/05/2021,216.02,219,214.47,218.88,160695
506,07/05/2021,221,222.89,220.14,221.28,145894
507,10/05/2021,219.88,220.64,216.6,216.65,149281
508,11/05/2021,214.21,216.14,212.61,215.82,195987
509,12/05/2021,212.24,214.19,208.66,209.48,235960
510,13/05/2021,211.98,215.26,211.6,213.01,194710
511,14/05/2021,215.21,218.4,215.17,217.5,147889
512,17/05/2021,216.14,216.14,213.44,214.89,135019
513,18/05/2021,215.84,215.97,212.9,213.05,123170
