,date,open,high,low,close,volume
463,2021-03-08,105.85,105.87,101.68,101.82,1151894.0
464,2021-03-09,104.13,106.79,103.94,105.95,950051.0
465,2021-03-10,106.35,106.90,104.52,104.98,866916.0
466,2021-03-11,107.02,107.81,106.10,106.72,780117.0
467,2021-03-12,105.34,106.02,104.27,105.90,696196.0
468,2021-03-15,106.22,108.50,105.37,108.49,677428.0
469,2021-03-16,109.99,111.32,109.12,109.87,926740.0
470,2021-03-17,108.56,110.13,107.04,109.17,880152.0
471,2021-03-18,107.49,107.78,105.28,105.46,906111.0
472,2021-03-19,104.91,106.25,104.71,104.99,962692.0
473,2021-03-22,105.27,108.39,105.23,107.96,779660.0
474,2021-03-23,107.89,108.71,106.87,107.22,722994.0
475,2021-03-24,107.44,107.54,105.05,105.08,685648.0
476,2021-03-25,104.64,106.45,104.13,105.51,775755.0
477,2021-03-26,105.34,106.29,104.06,106.06,734047.0
478,2021-03-29,106.44,107.25,105.63,106.22,611254.0
479,2021-03-30,105.09,105.36,104.00,104.91,671516.0
480,2021-03-31,106.44,108.08,106.01,106.88,842142.0
481,2021-04-01,108.18,108.66,107.18,107.62,581427.0
482,2021-04-05,108.29,110.40,107.68,110.16,694532.0
483,2021-04-06,110.71,111.24,109.94,110.43,628691.0
484,2021-04-07,110.09,111.93,109.50,111.91,670444.0
485,2021-04-08,112.84,114.09,112.45,114.06,706328.0
486,2021-04-09,113.66,116.41,113.28,116.37,841572.0
487,2021-04-12,116.01,116.24,114.30,114.83,682726.0
488,2021-04-13,115.94,117.82,115.44,117.62,708533.0
489,2021-04-14,118.07,118.12,115.19,115.52,673762.0
490,2021-04-15,117.12,118.12,116.94,117.68,660908.0
491,2021-04-16,117.51,117.83,116.62,117.39,602072.0
492,2021-04-19,116.79,118.53,116.67,117.98,655987.0
493,2021-04-20,118.14,118.59,115.33,116.47,764770.0
494,2021-04-21,115.84,117.03,114.88,116.81,544977.0
495,2021-04-22,116.41,117.38,114.98,115.45,672398.0
496,2021-04-23,115.64,118.23,115.64,117.53,619633.0
497,2021-04-26,117.97,118.18,116.87,117.88,496720.0
498,2021-04-27,118.16,118.48,117.35,117.59,526462.0
499,2021-04-28,117.52,118.13,116.44,116.88,713886.0
500,2021-04-29,119.40,119.94,115.89,116.80,1204414.0
501,2021-04-30,115.32,116.87,114.68,115.02,751062.0
502,2021-05-03,115.51,117.31,115.35,115.97,598473.0
503,2021-05-04,114.78,115.05,110.86,111.87,1053019.0
504,2021-05-05,113.06,114.14,111.97,112.09,671485.0
505,2021-05-06,111.91,113.53,111.23,113.52,615732.0
506,2021-05-07,114.71,115.05,113.48,114.13,565760.0
507,2021-05-10,113.42,113.54,111.15,111.18,653381.0
508,2021-05-11,108.24,110.67,107.61,110.36,892539.0
509,2021-05-12,108.07,109.24,107.15,107.61,838148.0
510,2021-05-13,109.20,110.57,108.91,109.53,841812.0
511,2021-05-14,110.67,112.09,110.30,111.71,614435.0
512,2021-05-17,111.15,111.25,109.71,110.67,542024.0
513,2021-05-18,110.93,111.30,109.37,109.43,470696.0
